Competence,TypeTag,Tag,AnnotationTime,FinalAnnotationTime,Game,User,SequenceOrder,Level,Group,Replay
prim_shapes,Global,4,,,Shadowspect,BubbleBops,16,Pi Henge,EloiseauA,Pi Henge~1
scale_shapes,Global,3,,,Shadowspect,BubbleBops,16,Pi Henge,EloiseauA,Pi Henge~1
locate_shapes,Global,2,,,Shadowspect,BubbleBops,16,Pi Henge,EloiseauA,Pi Henge~1
action_seq,Global,2,,,Shadowspect,BubbleBops,16,Pi Henge,EloiseauA,Pi Henge~1
rotation,Global,4,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
cam_perspective,Global,3,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
snapshots,Global,4,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
locate_shapes,Global,2,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
action_seq,Global,2,,,Shadowspect,BubbleBops,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
rotation,Global,4,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
snapshots,Global,4,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
action_seq,Global,4,,,Shadowspect,BubbleBops,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
rotation,Global,4,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
cam_perspective,Global,3,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
snapshots,Global,3,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
prim_shapes,Global,4,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
scale_shapes,Global,4,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
locate_shapes,Global,2,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
action_seq,Global,3,,,Shadowspect,Jasenia CD,13,Bird Fez,EloiseauA,Bird Fez~2
rotation,Global,4,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
snapshots,Global,3,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
action_seq,Global,3,,,Shadowspect,Jasenia CD,14,Pi Henge,EloiseauA,Pi Henge~1
rotation,Global,4,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
cam_perspective,Global,3,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
snapshots,Global,3,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
locate_shapes,Global,4,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
action_seq,Global,4,,,Shadowspect,Jasenia CD,15,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
rotation,Global,2,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
snapshots,Global,1,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
scale_shapes,Global,2,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,Jasenia CD,16,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
rotation,Global,4,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
cam_perspective,Global,2,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
snapshots,Global,4,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
prim_shapes,Global,4,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
scale_shapes,Global,4,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
locate_shapes,Global,3,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
action_seq,Global,3,,,Shadowspect,MountainGoat,20,Bird Fez,EloiseauA,Bird Fez~1
rotation,Global,0,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
snapshots,Global,4,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
action_seq,Global,3,,,Shadowspect,MountainGoat,21,Pi Henge,EloiseauA,Pi Henge~1
rotation,Global,2,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
cam_perspective,Global,2,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
snapshots,Global,1,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
locate_shapes,Global,3,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,MountainGoat,23,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
prim_shapes,Global,2,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
cam_perspective,Global,2,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
snapshots,Global,3,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
rotation,Global,1,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
scale_shapes,Global,1,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
locate_shapes,Global,2,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
action_seq,Global,2,,,Shadowspect,MountainGoat,28,Angled Silhouette,EloiseauA,Angled Silhouette~2
rotation,Global,2,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
cam_perspective,Global,3,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
snapshots,Global,2,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
scale_shapes,Global,4,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
locate_shapes,Global,3,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
action_seq,Global,2,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
rotation,Global,0,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
cam_perspective,Global,4,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
snapshots,Global,4,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
prim_shapes,Global,3,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
scale_shapes,Global,3,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
action_seq,Global,4,,,Shadowspect,purple_panther,15,Pi Henge,EloiseauA,Pi Henge~1
rotation,Global,4,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
cam_perspective,Global,3,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
snapshots,Global,4,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
prim_shapes,Global,4,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
scale_shapes,Global,4,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
locate_shapes,Global,4,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
action_seq,Global,4,,,Shadowspect,purple_panther,22,Angled Silhouette,EloiseauA,Angled Silhouette~1
rotation,Global,4,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
cam_perspective,Global,3,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
snapshots,Global,4,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
prim_shapes,Global,4,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
scale_shapes,Global,4,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
locate_shapes,Global,2,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
action_seq,Global,3,,,Shadowspect,immawalkmyfish,14,Bird Fez,EloiseauA,Bird Fez~1
rotation,Global,1,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
snapshots,Global,4,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
action_seq,Global,3,,,Shadowspect,immawalkmyfish,15,Pi Henge,EloiseauA,Pi Henge~1
rotation,Global,4,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
cam_perspective,Global,4,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
snapshots,Global,4,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
locate_shapes,Global,4,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
action_seq,Global,3,,,Shadowspect,immawalkmyfish,17,45-Degree Rotations,EloiseauA,45-Degree Rotations~1
rotation,Global,3,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
cam_perspective,Global,1,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
snapshots,Global,1,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
action_seq,Global,3,,,Shadowspect,immawalkmyfish,18,Pyramids are Strange,EloiseauA,Pyramids are Strange~1
rotation,Global,0,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
snapshots,Global,3,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
action_seq,Global,4,,,Shadowspect,fluffyunicorn,21,Pi Henge,EloiseauA,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,purple_panther,14,Bird Fez,EloiseauA,Bird Fez~1
rotation,Global,3,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
cam_perspective,Global,4,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
snapshots,Global,4,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
prim_shapes,Global,4,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
scale_shapes,Global,4,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
locate_shapes,Global,3,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
action_seq,Global,3,,,Shadowspect,redbed,112,Bird Fez,VeraD,Bird Fez~2
rotation,Global,4,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
cam_perspective,Global,2,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
snapshots,Global,4,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
prim_shapes,Global,0,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
scale_shapes,Global,0,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
locate_shapes,Global,4,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
action_seq,Global,4,,,Shadowspect,redbed,119,45-Degree Rotations,VeraD,45-Degree Rotations~5
rotation,Global,0,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
cam_perspective,Global,3,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
snapshots,Global,4,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
prim_shapes,Global,4,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
scale_shapes,Global,4,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
locate_shapes,Global,4,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
action_seq,Global,3,,,Shadowspect,redbed,121,Pi Henge,VeraD,Pi Henge~4
rotation,Global,4,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
cam_perspective,Global,3,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
snapshots,Global,3,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
prim_shapes,Global,0,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
scale_shapes,Global,0,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
locate_shapes,Global,4,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
action_seq,Global,3,,,Shadowspect,bobatea444,96,45-Degree Rotations,VeraC,45-Degree Rotations~8
rotation,Global,4,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1
cam_perspective,Global,3,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1
snapshots,Global,4,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1
prim_shapes,Global,4,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1
scale_shapes,Global,3,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1
locate_shapes,Global,3,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1
action_seq,Global,3,,,Shadowspect,Jin Mori,11,Bird Fez,VeraC,Bird Fez~1